coverage	n
1219	183
1220	183
1221	156
1222	162
1223	159
1224	177
1225	161
1226	168
1227	181
1228	165
1229	158
1230	168
1231	157
1232	165
1233	159
1234	185
1235	178
1236	163
1237	171
1238	143
1239	148
1240	139
1241	175
1242	176
1243	169
1244	157
1245	144
1246	115
1247	142
1248	147
1249	142
1250	163
1251	136
1252	128
1253	172
1254	165
1255	165
1256	171
1257	143
1258	152
1259	154
1260	157
1261	156
1262	131
1263	156
1264	142
1265	152
1266	157
1267	146
1268	153
1269	175
1270	139
1271	128
1272	158
1273	141
1274	164
1275	151
1276	149
1277	148
1278	139
1279	156
1280	148
1281	145
1282	162
1283	171
1284	172
1285	158
1286	167
1287	156
1288	169
1289	154
1290	161
1291	178
1292	150
1293	144
1294	133
1295	156
1296	141
1297	137
1298	164
1299	165
1300	139
1301	156
1302	163
1303	131
1304	159
1305	132
1306	131
1307	141
1308	112
1309	131
1310	118
1311	120
1312	108
1313	115
1314	126
1315	123
1316	120
1317	120
1318	135
1319	102
1320	127
1321	112
1322	122
1323	127
1324	136
1325	127
1326	112
1327	125
1328	115
1329	114
1330	116
1331	116
1332	116
1333	131
1334	128
1335	110
1336	115
1337	110
1338	121
1339	135
1340	123
1341	116
1342	117
1343	109
1344	125
1345	124
1346	93
1347	116
1348	127
1349	123
1350	115
1351	109
1352	132
1353	134
1354	105
1355	128
1356	130
1357	105
1358	119
1359	114
1360	100
1361	99
1362	107
1363	102
1364	121
1365	110
1366	104
1367	88
1368	109
1369	113
1370	119
1371	97
1372	104
1373	91
1374	111
1375	114
1376	92
1377	87
1378	107
1379	101
1380	91
1381	95
1382	119
1383	100
1384	114
1385	123
1386	116
1387	109
1388	119
1389	83
1390	108
1391	85
1392	100
1393	118
1394	95
1395	98
1396	107
1397	114
1398	92
1399	90
1400	82
1401	72
1402	90
1403	74
1404	103
1405	96
1406	85
1407	99
1408	99
1409	89
1410	96
1411	90
1412	91
1413	91
1414	101
1415	83
1416	99
1417	105
1418	82
1419	79
1420	82
1421	85
1422	88
1423	91
1424	100
1425	93
1426	80
1427	83
1428	68
1429	89
1430	66
1431	69
1432	69
1433	77
1434	70
1435	61
1436	82
1437	83
1438	72
1439	71
1440	73
1441	56
1442	73
1443	78
1444	72
1445	98
1446	76
1447	65
1448	69
1449	59
1450	86
1451	70
1452	66
1453	63
1454	71
1455	71
1456	81
1457	83
1458	66
1459	72
1460	81
1461	69
1462	76
1463	86
1464	74
1465	81
1466	91
1467	64
1468	74
1469	90
1470	79
1471	83
1472	78
1473	78
1474	65
1475	64
1476	67
1477	76
1478	66
1479	75
1480	47
1481	62
1482	59
1483	57
1484	55
1485	57
1486	55
1487	57
1488	55
1489	61
1490	55
1491	71
1492	76
1493	78
1494	72
1495	51
1496	57
1497	63
1498	74
1499	67
1500	52
1501	62
1502	50
1503	64
1504	56
1505	64
1506	63
1507	49
1508	61
1509	56
1510	54
1511	52
1512	57
1513	63
1514	51
1515	46
1516	53
1517	51
1518	55
1519	53
1520	49
1521	45
1522	52
1523	58
1524	63
1525	54
1526	60
1527	51
1528	51
1529	47
1530	39
1531	55
1532	52
1533	55
1534	54
1535	62
1536	60
1537	56
1538	57
1539	60
1540	51
1541	58
1542	67
1543	61
1544	50
1545	49
1546	51
1547	65
1548	56
1549	62
1550	51
1551	51
1552	56
1553	63
1554	59
1555	75
1556	59
1557	59
1558	58
1559	54
1560	59
1561	49
1562	63
1563	71
1564	54
1565	67
1566	70
1567	60
1568	78
1569	77
1570	51
1571	70
1572	58
1573	69
1574	70
1575	47
1576	53
1577	60
1578	56
1579	60
1580	56
1581	56
1582	77
1583	68
1584	56
1585	55
1586	71
1587	58
1588	56
1589	64
1590	50
1591	65
1592	62
1593	62
1594	59
1595	66
1596	61
1597	59
1598	44
1599	53
1600	50
1601	54
1602	48
1603	63
1604	55
1605	57
1606	60
1607	58
1608	54
1609	59
1610	66
1611	39
1612	38
1613	51
1614	55
1615	48
1616	47
1617	53
1618	50
1619	44
1620	50
1621	55
1622	42
1623	38
1624	58
1625	61
1626	53
1627	48
1628	63
1629	50
1630	47
1631	33
1632	50
1633	55
1634	37
1635	32
1636	33
1637	51
1638	49
1639	44
1640	50
1641	42
1642	40
1643	53
1644	52
1645	40
1646	55
1647	53
1648	41
1649	44
1650	43
1651	42
1652	39
1653	45
1654	39
1655	39
1656	48
1657	67
1658	45
1659	54
1660	37
1661	41
1662	52
1663	52
1664	42
1665	55
1666	43
1667	57
1668	56
1669	59
1670	50
1671	39
1672	51
1673	47
1674	37
1675	44
1676	47
1677	36
1678	47
1679	37
1680	30
1681	49
1682	48
1683	33
1684	33
1685	45
1686	37
1687	43
1688	31
1689	33
1690	35
1691	35
1692	44
1693	35
1694	31
1695	31
1696	40
1697	24
1698	35
1699	30
1700	36
1701	40
1702	33
1703	35
1704	39
1705	40
1706	27
1707	29
1708	27
1709	35
1710	44
1711	38
1712	35
1713	41
1714	31
1715	40
1716	34
1717	35
1718	32
1719	33
1720	40
1721	40
1722	40
1723	28
1724	51
1725	35
1726	37
1727	37
1728	30
1729	40
1730	33
1731	38
1732	25
1733	30
1734	27
1735	28
1736	30
1737	29
1738	31
1739	32
1740	33
1741	35
1742	24
1743	37
1744	26
1745	26
1746	25
1747	32
1748	38
1749	30
1750	34
1751	36
1752	35
1753	35
1754	21
1755	26
1756	39
1757	33
1758	32
1759	30
1760	26
1761	30
1762	30
1763	31
1764	22
1765	26
1766	40
1767	26
1768	31
1769	26
1770	22
1771	18
1772	28
1773	25
1774	27
1775	20
1776	26
1777	26
1778	25
1779	29
1780	26
1781	25
1782	30
1783	32
1784	24
1785	19
1786	28
1787	30
1788	25
1789	28
1790	27
1791	29
1792	21
1793	18
1794	21
1795	17
1796	16
1797	21
1798	23
1799	15
1800	33
1801	22
1802	17
1803	24
1804	23
1805	25
1806	25
1807	23
1808	25
1809	34
1810	14
1811	19
1812	19
1813	21
1814	21
1815	19
1816	18
1817	13
1818	20
1819	24
1820	27
1821	25
1822	23
1823	23
1824	16
1825	27
1826	22
1827	22
1828	28
1829	21
1830	15
1831	16
1832	25
1833	20
1834	25
1835	14
1836	21
1837	15
1838	18
1839	24
1840	17
1841	19
1842	26
1843	18
1844	21
1845	26
1846	20
1847	16
1848	24
1849	26
1850	14
1851	15
1852	20
1853	18
1854	20
1855	17
1856	24
1857	17
1858	14
1859	11
1860	20
1861	34
1862	23
1863	20
1864	17
1865	24
1866	21
1867	16
1868	9
1869	19
1870	26
1871	16
1872	18
1873	24
1874	14
1875	17
1876	14
1877	11
1878	22
1879	19
1880	8
1881	17
1882	20
1883	19
1884	11
1885	14
1886	14
1887	19
1888	17
1889	26
1890	12
1891	9
1892	23
1893	12
1894	18
1895	11
1896	14
1897	9
1898	18
1899	21
1900	15
1901	14
1902	11
1903	16
1904	14
1905	14
1906	24
1907	9
1908	25
1909	14
1910	16
1911	20
1912	22
1913	9
1914	18
1915	25
1916	15
1917	26
1918	10
1919	22
1920	14
1921	25
1922	21
1923	19
1924	24
1925	14
1926	16
1927	13
1928	20
1929	16
1930	10
1931	15
1932	23
1933	16
1934	9
1935	14
1936	6
1937	16
1938	10
1939	17
1940	16
1941	15
1942	14
1943	14
1944	19
1945	10
1946	13
1947	12
1948	20
1949	20
1950	24
1951	12
1952	14
1953	20
1954	20
1955	16
1956	11
1957	16
1958	10
1959	20
1960	14
1961	16
1962	16
1963	14
1964	11
1965	20
1966	14
1967	20
1968	20
1969	19
1970	11
1971	10
1972	10
1973	14
1974	12
1975	13
1976	19
1977	13
1978	16
1979	12
1980	7
1981	7
1982	15
1983	13
1984	12
1985	16
1986	20
1987	12
1988	12
1989	9
1990	12
1991	11
1992	9
1993	13
1994	9
1995	13
1996	5
1997	5
1998	6
1999	11
2000	9
2001	16
2002	8
2003	11
2004	10
2005	8
2006	5
2007	7
2008	11
2009	11
2010	12
2011	13
2012	4
2013	5
2014	16
2015	6
2016	9
2017	13
2018	8
2019	10
2020	7
2021	12
2022	10
2023	11
2024	9
2025	14
2026	8
2027	14
2028	6
2029	15
2030	10
2031	9
2032	6
2033	7
2034	10
2035	9
2036	11
2037	5
2038	4
2039	6
2040	7
2041	6
2042	5
2043	8
2044	8
2045	11
2046	8
2047	5
2048	13
2049	10
2050	6
2051	8
2052	8
2053	6
2054	3
2055	1
2056	7
2057	5
2058	5
2059	4
2060	5
2061	2
2062	6
2063	1
2064	4
2065	4
2066	6
2067	4
2068	7
2069	3
2070	4
2071	6
2072	8
2073	7
2074	7
2075	6
2076	6
2077	7
2078	8
2079	3
2080	4
2081	6
2082	8
2083	4
2084	7
2085	2
2086	4
2087	3
2088	5
2089	2
2090	3
2091	1
2092	4
2093	2
2094	3
2095	4
2096	4
2097	2
2098	3
2099	3
2100	2
2101	3
2102	3
2103	7
2104	2
2105	5
2106	2
2107	5
2108	1
2109	4
2110	1
2111	5
2112	2
2113	5
2114	2
2115	4
2116	6
2117	5
2118	5
2119	2
2120	4
2121	3
2122	5
2123	4
2124	5
2125	3
2126	5
2127	9
2128	5
2129	5
2130	3
2131	4
2132	1
2133	4
2134	3
2135	3
2136	4
2137	1
2138	4
2139	2
2140	6
2141	5
2142	3
2143	3
2144	3
2145	4
2146	4
2147	4
2148	3
2149	3
2150	3
2151	7
2152	4
2153	5
2154	5
2155	8
2156	3
2157	4
2158	2
2159	4
2160	5
2161	7
2162	3
2163	3
2164	5
2165	4
2166	3
2167	2
2168	5
2169	4
2170	2
2171	6
2172	4
2173	1
2174	8
2175	2
2176	6
2177	3
2178	3
2179	5
2180	7
2181	2
2182	5
2183	7
2184	4
2185	1
2186	4
2187	5
2188	8
2189	1
2190	6
2191	5
2192	1
2193	1
2194	1
2195	2
2196	0
2197	0
2198	1
2199	4
2200	4
2201	2
2202	1
2203	1
2204	3
2205	2
2206	2
2207	0
2208	0
2209	2
2210	3
2211	2
2212	4
2213	4
2214	3
2215	3
2216	1
2217	1
2218	2
2219	1
2220	3
2221	2
2222	3
2223	2
2224	2
2225	3
2226	2
2227	1
2228	6
2229	2
2230	3
2231	2
2232	3
2233	1
2234	1
2235	3
2236	2
2237	3
2238	2
2239	2
2240	4
2241	7
2242	2
2243	1
2244	2
2245	2
2246	1
2247	1
2248	2
2249	5
2250	3
2251	4
2252	9
2253	5
2254	0
2255	2
2256	1
2257	3
2258	2
2259	4
2260	4
2261	2
2262	3
2263	4
2264	7
2265	2
2266	0
2267	9
2268	0
2269	4
2270	2
2271	6
2272	2
2273	6
2274	1
2275	4
2276	6
2277	4
2278	6
2279	4
2280	6
2281	3
2282	3
2283	1
2284	2
2285	2
2286	3
2287	2
2288	3
2289	0
2290	3
2291	1
2292	1
2293	0
2294	3
2295	3
2296	2
2297	3
2298	4
2299	7
2300	5
2301	2
2302	2
2303	2
2304	1
2305	1
2306	1
2307	2
2308	3
2309	4
2310	5
2311	6
2312	5
2313	2
2314	6
2315	3
2316	7
2317	5
2318	3
2319	5
2320	3
2321	4
2322	8
2323	2
2324	0
2325	4
2326	2
2327	2
2328	2
2329	1
2330	2
2331	6
2332	3
2333	7
2334	6
2335	4
2336	0
2337	6
2338	3
2339	7
2340	6
2341	7
2342	7
2343	5
2344	4
2345	4
2346	6
2347	7
2348	7
2349	11
2350	5
2351	11
2352	2
2353	9
2354	7
2355	5
2356	7
2357	11
2358	4
2359	8
2360	10
2361	14
2362	5
2363	9
2364	3
2365	10
2366	9
2367	3
2368	3
2369	4
2370	2
2371	8
2372	4
2373	2
2374	1
2375	8
2376	8
2377	4
2378	3
2379	6
2380	4
2381	5
2382	5
2383	5
2384	4
2385	6
2386	5
2387	8
2388	3
2389	5
2390	4
2391	5
2392	4
2393	7
2394	3
2395	8
2396	4
2397	3
2398	6
2399	6
2400	2
2401	6
2402	2
2403	1
2404	3
2405	2
2406	1
2407	0
2408	1
2409	3
2410	2
2411	1
2412	6
2413	3
2414	0
2415	4
2416	2
2417	3
2418	1
2419	3
2420	3
2421	0
2422	2
2423	1
2424	2
2425	3
2426	2
2427	1
2428	5
2429	4
2430	0
2431	0
2432	1
2433	3
2434	3
2435	4
2436	4
2437	0
2438	0
2439	0
2440	1
2441	1
2442	3
2443	2
2444	3
2445	3
2446	3
2447	3
2448	1
2449	3
2450	2
2451	1
2452	2
2453	4
2454	2
2455	4
2456	3
2457	3
2458	1
2459	3
2460	2
2461	2
2462	1
2463	3
2464	6
2465	1
2466	2
2467	1
2468	1
2469	3
2470	1
2471	2
2472	4
2473	3
2474	2
2475	8
2476	0
2477	3
2478	5
2479	2
2480	2
2481	1
2482	1
2483	0
2484	0
2485	2
2486	1
2487	3
2488	0
2489	2
2490	2
2491	1
2492	0
2493	0
2494	0
2495	1
2496	0
2497	0
2498	4
2499	0
2500	2
2501	2
2502	1
2503	0
2504	1
2505	1
2506	2
2507	0
2508	0
2509	0
2510	3
2511	0
2512	1
2513	2
2514	1
2515	0
2516	2
2517	1
2518	1
2519	2
2520	1
2521	1
2522	1
2523	2
2524	1
2525	1
2526	2
2527	3
2528	2
2529	0
2530	0
2531	3
2532	2
2533	1
2534	0
2535	1
2536	1
2537	3
2538	2
2539	0
2540	1
2541	0
2542	1
2543	1
2544	1
2545	2
2546	1
2547	1
2548	1
2549	4
2550	2
2551	3
2552	2
2553	1
2554	0
2555	2
2556	1
2557	5
2558	1
2559	3
2560	0
2561	1
2562	1
2563	0
2564	1
2565	2
2566	0
2567	0
2568	1
2569	2
2570	2
2571	0
2572	2
2573	2
2574	0
2575	1
2576	1
2577	0
2578	1
2579	1
2580	0
2581	0
2582	0
2583	0
2584	0
2585	0
2586	3
2587	0
2588	1
2589	1
2590	0
2591	3
2592	0
2593	1
2594	0
2595	0
2596	0
2597	1
2598	0
2599	1
2600	2
2601	2
2602	2
2603	0
2604	2
2605	1
2606	1
2607	2
2608	1
2609	0
2610	0
2611	0
2612	0
2613	0
2614	1
2615	0
2616	1
2617	0
2618	1
2619	1
2620	1
2621	0
2622	0
2623	2
2624	0
2625	1
2626	0
2627	0
2628	0
2629	0
2630	1
2631	1
2632	0
2633	0
2634	4
2635	3
2636	1
2637	0
2638	1
2639	2
2640	1
2641	2
2642	0
2643	1
2644	0
2645	0
2646	0
2647	0
2648	0
2649	0
2650	1
2651	1
2652	1
2653	2
2654	0
2655	0
2656	1
2657	1
2658	0
2659	1
2660	0
2661	0
2662	1
2663	0
2664	1
2665	0
2666	1
2667	0
2668	0
2669	0
2670	1
2671	0
2672	2
2673	0
2674	1
2675	0
2676	0
2677	1
2678	0
2679	3
2680	2
2681	1
2682	1
2683	0
2684	0
2685	0
2686	0
2687	0
2688	1
2689	0
2690	1
2691	1
2692	0
2693	1
2694	0
2695	0
2696	0
2697	0
2698	0
2699	0
2700	0
2701	0
2702	1
2703	2
2704	1
2705	2
2706	0
2707	0
2708	1
2709	1
2710	2
2711	1
2712	0
2713	2
2714	1
2715	1
2716	2
2717	1
2718	0
2719	1
2720	1
2721	1
2722	1
2723	3
2724	0
2725	0
2726	1
2727	0
2728	2
2729	0
2730	1
2731	1
2732	2
2733	0
2734	0
2735	0
2736	0
2737	0
2738	0
2739	2
2740	0
2741	0
2742	1
2743	0
2744	0
2745	1
2746	1
2747	0
2748	0
2749	0
2750	0
2751	0
2752	1
2753	0
2754	0
2755	0
2756	0
2757	0
2758	0
2759	0
2760	1
2761	0
2762	0
2763	0
2764	0
2765	0
2766	0
2767	0
2768	0
2769	0
2770	0
2771	0
2772	0
2773	0
2774	0
2775	0
2776	0
2777	0
2778	0
2779	0
2780	0
2781	0
2782	0
2783	0
2784	0
2785	0
2786	0
2787	0
2788	0
2789	0
2790	0
2791	0
2792	0
2793	0
2794	1
2795	0
2796	0
2797	0
2798	0
2799	0
2800	0
2801	0
2802	0
2803	1
2804	0
2805	0
2806	0
2807	0
2808	0
2809	0
2810	0
2811	0
2812	1
2813	0
2814	0
2815	1
2816	0
2817	0
2818	0
2819	0
2820	0
2821	0
2822	0
2823	0
2824	1
2825	2
2826	0
2827	2
2828	0
2829	0
2830	0
2831	0
2832	0
2833	1
2834	0
2835	1
2836	0
2837	0
2838	0
2839	0
2840	0
2841	0
2842	1
2843	1
2844	1
2845	0
2846	0
2847	1
2848	0
2849	0
2850	0
2851	0
2852	0
2853	1
2854	0
2855	0
2856	0
2857	0
2858	0
2859	0
2860	0
2861	0
2862	0
2863	0
2864	0
2865	0
2866	1
2867	0
2868	0
2869	0
2870	0
2871	0
2872	0
2873	0
2874	0
2875	0
2876	0
2877	0
2878	0
2879	0
2880	0
2881	0
2882	0
2883	0
2884	0
2885	1
2886	0
2887	0
2888	0
2889	0
2890	0
2891	0
2892	0
2893	1
2894	0
2895	1
2896	1
2897	0
2898	0
2899	0
2900	0
2901	0
2902	0
2903	1
2904	0
2905	0
2906	0
2907	0
2908	0
2909	1
2910	0
2911	1
2912	0
2913	0
2914	0
2915	1
2916	0
2917	1
2918	0
2919	0
2920	0
2921	1
2922	0
2923	1
2924	0
2925	0
2926	0
2927	0
2928	1
2929	0
2930	0
2931	1
2932	0
2933	0
2934	0
2935	0
2936	1
2937	0
2938	1
2939	0
2940	0
2941	0
2942	0
2943	0
2944	0
2945	0
2946	0
2947	0
2948	2
2949	0
2950	0
2951	0
2952	0
2953	0
2954	0
2955	1
2956	0
2957	0
2958	1
2959	0
2960	0
2961	0
2962	0
2963	0
2964	0
2965	0
2966	0
2967	0
2968	0
2969	1
2970	0
2971	0
2972	0
2973	0
2974	0
2975	0
2976	0
2977	0
2978	0
2979	0
2980	0
2981	0
2982	0
2983	0
2984	0
2985	0
2986	0
2987	0
2988	1
2989	0
2990	0
2991	0
2992	0
2993	0
2994	1
2995	0
2996	0
2997	0
