coverage	n
1219	155
1220	184
1221	182
1222	189
1223	195
1224	186
1225	179
1226	175
1227	167
1228	168
1229	180
1230	197
1231	170
1232	173
1233	180
1234	193
1235	196
1236	174
1237	188
1238	199
1239	183
1240	162
1241	197
1242	186
1243	176
1244	211
1245	192
1246	186
1247	177
1248	156
1249	186
1250	176
1251	181
1252	165
1253	189
1254	196
1255	176
1256	184
1257	176
1258	168
1259	149
1260	162
1261	168
1262	176
1263	159
1264	200
1265	167
1266	170
1267	191
1268	186
1269	172
1270	175
1271	181
1272	172
1273	166
1274	160
1275	148
1276	186
1277	162
1278	158
1279	161
1280	178
1281	177
1282	185
1283	159
1284	152
1285	163
1286	183
1287	171
1288	180
1289	162
1290	169
1291	141
1292	162
1293	154
1294	193
1295	189
1296	185
1297	170
1298	187
1299	176
1300	200
1301	169
1302	178
1303	176
1304	174
1305	186
1306	185
1307	192
1308	176
1309	167
1310	173
1311	175
1312	187
1313	158
1314	149
1315	174
1316	163
1317	179
1318	148
1319	163
1320	158
1321	175
1322	152
1323	130
1324	171
1325	150
1326	141
1327	160
1328	160
1329	133
1330	160
1331	144
1332	141
1333	139
1334	127
1335	150
1336	119
1337	152
1338	142
1339	140
1340	136
1341	140
1342	127
1343	137
1344	145
1345	148
1346	128
1347	142
1348	152
1349	144
1350	133
1351	136
1352	123
1353	143
1354	131
1355	127
1356	127
1357	128
1358	139
1359	131
1360	108
1361	124
1362	129
1363	126
1364	116
1365	124
1366	117
1367	132
1368	128
1369	119
1370	126
1371	123
1372	113
1373	122
1374	110
1375	117
1376	85
1377	109
1378	108
1379	118
1380	121
1381	118
1382	86
1383	130
1384	133
1385	134
1386	121
1387	122
1388	116
1389	128
1390	117
1391	113
1392	128
1393	117
1394	119
1395	117
1396	118
1397	116
1398	118
1399	136
1400	112
1401	124
1402	116
1403	117
1404	111
1405	111
1406	117
1407	130
1408	121
1409	119
1410	113
1411	116
1412	109
1413	118
1414	110
1415	95
1416	110
1417	91
1418	118
1419	117
1420	113
1421	122
1422	130
1423	112
1424	105
1425	121
1426	100
1427	97
1428	110
1429	110
1430	109
1431	100
1432	95
1433	92
1434	90
1435	101
1436	108
1437	93
1438	92
1439	93
1440	106
1441	122
1442	90
1443	68
1444	89
1445	91
1446	101
1447	98
1448	99
1449	83
1450	91
1451	93
1452	96
1453	74
1454	88
1455	87
1456	89
1457	83
1458	93
1459	90
1460	82
1461	99
1462	76
1463	98
1464	79
1465	73
1466	73
1467	87
1468	85
1469	79
1470	82
1471	82
1472	61
1473	61
1474	73
1475	78
1476	84
1477	84
1478	90
1479	71
1480	86
1481	107
1482	95
1483	91
1484	99
1485	102
1486	101
1487	87
1488	86
1489	93
1490	93
1491	70
1492	103
1493	98
1494	82
1495	80
1496	82
1497	98
1498	81
1499	96
1500	92
1501	79
1502	69
1503	73
1504	93
1505	74
1506	90
1507	89
1508	77
1509	84
1510	75
1511	75
1512	82
1513	84
1514	90
1515	72
1516	78
1517	73
1518	48
1519	95
1520	64
1521	69
1522	71
1523	71
1524	78
1525	82
1526	58
1527	85
1528	66
1529	76
1530	76
1531	66
1532	70
1533	70
1534	79
1535	80
1536	79
1537	73
1538	86
1539	61
1540	66
1541	83
1542	79
1543	96
1544	77
1545	95
1546	67
1547	79
1548	76
1549	63
1550	76
1551	72
1552	62
1553	68
1554	74
1555	62
1556	58
1557	57
1558	58
1559	67
1560	58
1561	60
1562	63
1563	78
1564	82
1565	77
1566	63
1567	79
1568	74
1569	64
1570	65
1571	62
1572	74
1573	63
1574	69
1575	73
1576	57
1577	77
1578	67
1579	41
1580	58
1581	67
1582	64
1583	59
1584	64
1585	64
1586	62
1587	63
1588	57
1589	58
1590	73
1591	55
1592	68
1593	72
1594	66
1595	54
1596	57
1597	46
1598	51
1599	59
1600	58
1601	63
1602	69
1603	59
1604	62
1605	76
1606	67
1607	56
1608	65
1609	66
1610	69
1611	47
1612	51
1613	57
1614	44
1615	72
1616	40
1617	63
1618	68
1619	43
1620	56
1621	53
1622	60
1623	63
1624	55
1625	46
1626	62
1627	67
1628	67
1629	57
1630	61
1631	70
1632	73
1633	55
1634	61
1635	69
1636	64
1637	54
1638	59
1639	62
1640	61
1641	61
1642	48
1643	55
1644	52
1645	47
1646	33
1647	49
1648	47
1649	58
1650	57
1651	52
1652	52
1653	66
1654	52
1655	65
1656	48
1657	48
1658	54
1659	61
1660	46
1661	59
1662	44
1663	47
1664	41
1665	48
1666	54
1667	49
1668	66
1669	62
1670	42
1671	48
1672	47
1673	56
1674	55
1675	61
1676	47
1677	46
1678	48
1679	43
1680	48
1681	46
1682	41
1683	52
1684	52
1685	51
1686	45
1687	44
1688	46
1689	45
1690	44
1691	52
1692	42
1693	44
1694	49
1695	51
1696	40
1697	41
1698	36
1699	53
1700	43
1701	41
1702	47
1703	51
1704	53
1705	42
1706	40
1707	37
1708	41
1709	51
1710	51
1711	53
1712	57
1713	45
1714	56
1715	45
1716	43
1717	43
1718	32
1719	55
1720	40
1721	45
1722	50
1723	45
1724	51
1725	48
1726	41
1727	49
1728	43
1729	40
1730	49
1731	46
1732	45
1733	38
1734	42
1735	52
1736	42
1737	30
1738	37
1739	27
1740	35
1741	55
1742	49
1743	47
1744	57
1745	34
1746	30
1747	38
1748	36
1749	30
1750	28
1751	38
1752	21
1753	32
1754	28
1755	39
1756	41
1757	39
1758	41
1759	36
1760	26
1761	42
1762	29
1763	26
1764	27
1765	34
1766	27
1767	33
1768	28
1769	28
1770	30
1771	29
1772	34
1773	33
1774	25
1775	26
1776	34
1777	35
1778	23
1779	26
1780	34
1781	19
1782	38
1783	31
1784	19
1785	27
1786	30
1787	24
1788	19
1789	23
1790	18
1791	29
1792	30
1793	37
1794	32
1795	31
1796	35
1797	24
1798	24
1799	29
1800	25
1801	33
1802	32
1803	30
1804	34
1805	26
1806	26
1807	15
1808	27
1809	28
1810	22
1811	22
1812	16
1813	24
1814	10
1815	20
1816	28
1817	18
1818	20
1819	24
1820	21
1821	19
1822	23
1823	27
1824	21
1825	20
1826	24
1827	27
1828	10
1829	21
1830	22
1831	13
1832	19
1833	20
1834	20
1835	17
1836	21
1837	27
1838	30
1839	19
1840	16
1841	15
1842	20
1843	24
1844	23
1845	14
1846	18
1847	12
1848	13
1849	22
1850	16
1851	22
1852	21
1853	15
1854	15
1855	13
1856	21
1857	14
1858	17
1859	14
1860	17
1861	20
1862	20
1863	14
1864	21
1865	16
1866	17
1867	17
1868	19
1869	12
1870	20
1871	15
1872	17
1873	18
1874	32
1875	25
1876	16
1877	16
1878	21
1879	17
1880	20
1881	21
1882	19
1883	12
1884	16
1885	11
1886	19
1887	22
1888	12
1889	16
1890	16
1891	15
1892	20
1893	18
1894	17
1895	12
1896	15
1897	15
1898	13
1899	20
1900	16
1901	21
1902	25
1903	14
1904	20
1905	14
1906	18
1907	16
1908	16
1909	12
1910	19
1911	17
1912	18
1913	23
1914	34
1915	11
1916	16
1917	13
1918	16
1919	22
1920	18
1921	12
1922	11
1923	20
1924	12
1925	26
1926	16
1927	17
1928	9
1929	19
1930	16
1931	16
1932	17
1933	23
1934	15
1935	9
1936	12
1937	10
1938	17
1939	21
1940	19
1941	18
1942	16
1943	7
1944	10
1945	10
1946	14
1947	12
1948	17
1949	18
1950	27
1951	15
1952	9
1953	13
1954	10
1955	19
1956	11
1957	15
1958	18
1959	18
1960	8
1961	13
1962	17
1963	24
1964	13
1965	25
1966	23
1967	21
1968	22
1969	14
1970	17
1971	14
1972	9
1973	16
1974	22
1975	13
1976	22
1977	19
1978	13
1979	15
1980	11
1981	9
1982	25
1983	15
1984	13
1985	20
1986	14
1987	15
1988	16
1989	22
1990	9
1991	13
1992	15
1993	15
1994	11
1995	17
1996	12
1997	17
1998	17
1999	25
2000	12
2001	16
2002	12
2003	17
2004	16
2005	18
2006	20
2007	18
2008	16
2009	14
2010	12
2011	21
2012	6
2013	23
2014	4
2015	12
2016	16
2017	10
2018	9
2019	17
2020	8
2021	13
2022	11
2023	15
2024	17
2025	8
2026	18
2027	9
2028	10
2029	16
2030	5
2031	22
2032	7
2033	14
2034	9
2035	15
2036	9
2037	12
2038	16
2039	9
2040	11
2041	9
2042	11
2043	8
2044	12
2045	10
2046	12
2047	5
2048	20
2049	12
2050	16
2051	12
2052	24
2053	16
2054	19
2055	17
2056	13
2057	15
2058	14
2059	8
2060	19
2061	7
2062	6
2063	11
2064	7
2065	9
2066	12
2067	9
2068	6
2069	5
2070	9
2071	16
2072	7
2073	6
2074	11
2075	16
2076	15
2077	8
2078	15
2079	10
2080	13
2081	12
2082	12
2083	8
2084	12
2085	4
2086	7
2087	13
2088	4
2089	8
2090	7
2091	9
2092	7
2093	12
2094	14
2095	12
2096	12
2097	8
2098	10
2099	2
2100	7
2101	8
2102	13
2103	9
2104	7
2105	10
2106	9
2107	7
2108	11
2109	8
2110	5
2111	10
2112	4
2113	7
2114	12
2115	9
2116	10
2117	7
2118	13
2119	9
2120	8
2121	4
2122	7
2123	6
2124	4
2125	1
2126	5
2127	8
2128	8
2129	7
2130	9
2131	6
2132	4
2133	4
2134	2
2135	4
2136	3
2137	6
2138	4
2139	4
2140	6
2141	0
2142	3
2143	1
2144	7
2145	2
2146	3
2147	8
2148	4
2149	8
2150	6
2151	3
2152	4
2153	4
2154	4
2155	8
2156	9
2157	3
2158	5
2159	3
2160	4
2161	4
2162	3
2163	3
2164	5
2165	6
2166	5
2167	4
2168	3
2169	3
2170	6
2171	9
2172	4
2173	4
2174	7
2175	6
2176	4
2177	5
2178	4
2179	5
2180	6
2181	5
2182	7
2183	6
2184	2
2185	3
2186	5
2187	0
2188	5
2189	5
2190	5
2191	4
2192	1
2193	3
2194	5
2195	6
2196	8
2197	6
2198	5
2199	1
2200	4
2201	4
2202	2
2203	4
2204	4
2205	6
2206	1
2207	3
2208	5
2209	4
2210	6
2211	1
2212	4
2213	2
2214	5
2215	4
2216	1
2217	5
2218	3
2219	7
2220	2
2221	5
2222	4
2223	5
2224	5
2225	3
2226	3
2227	2
2228	2
2229	0
2230	1
2231	2
2232	0
2233	4
2234	4
2235	2
2236	2
2237	5
2238	4
2239	3
2240	3
2241	0
2242	5
2243	1
2244	1
2245	3
2246	2
2247	2
2248	5
2249	4
2250	0
2251	2
2252	4
2253	7
2254	5
2255	4
2256	4
2257	1
2258	1
2259	2
2260	1
2261	1
2262	1
2263	4
2264	3
2265	5
2266	1
2267	3
2268	2
2269	2
2270	1
2271	2
2272	5
2273	1
2274	3
2275	2
2276	2
2277	6
2278	2
2279	2
2280	2
2281	2
2282	3
2283	3
2284	4
2285	2
2286	3
2287	1
2288	2
2289	2
2290	3
2291	4
2292	2
2293	2
2294	3
2295	0
2296	4
2297	2
2298	1
2299	1
2300	4
2301	4
2302	4
2303	1
2304	3
2305	1
2306	4
2307	1
2308	3
2309	2
2310	2
2311	2
2312	3
2313	2
2314	1
2315	0
2316	1
2317	4
2318	3
2319	4
2320	5
2321	3
2322	4
2323	3
2324	1
2325	3
2326	0
2327	1
2328	0
2329	5
2330	2
2331	2
2332	4
2333	3
2334	1
2335	3
2336	2
2337	3
2338	1
2339	3
2340	4
2341	2
2342	1
2343	3
2344	1
2345	7
2346	4
2347	2
2348	2
2349	1
2350	0
2351	3
2352	4
2353	1
2354	5
2355	4
2356	2
2357	1
2358	3
2359	3
2360	3
2361	2
2362	2
2363	0
2364	2
2365	1
2366	1
2367	3
2368	2
2369	0
2370	1
2371	2
2372	2
2373	4
2374	7
2375	2
2376	4
2377	4
2378	2
2379	3
2380	1
2381	0
2382	3
2383	2
2384	3
2385	3
2386	3
2387	3
2388	6
2389	1
2390	2
2391	1
2392	2
2393	3
2394	4
2395	1
2396	2
2397	0
2398	3
2399	1
2400	3
2401	0
2402	4
2403	0
2404	4
2405	2
2406	1
2407	1
2408	2
2409	3
2410	1
2411	3
2412	4
2413	2
2414	0
2415	1
2416	4
2417	4
2418	0
2419	2
2420	2
2421	1
2422	6
2423	2
2424	3
2425	3
2426	4
2427	1
2428	3
2429	0
2430	4
2431	3
2432	3
2433	3
2434	1
2435	2
2436	1
2437	1
2438	5
2439	2
2440	2
2441	6
2442	0
2443	3
2444	0
2445	4
2446	3
2447	2
2448	2
2449	1
2450	3
2451	0
2452	3
2453	5
2454	0
2455	6
2456	6
2457	2
2458	6
2459	1
2460	2
2461	5
2462	4
2463	2
2464	6
2465	2
2466	2
2467	0
2468	0
2469	3
2470	3
2471	3
2472	0
2473	1
2474	3
2475	5
2476	4
2477	2
2478	1
2479	3
2480	1
2481	4
2482	2
2483	3
2484	4
2485	1
2486	0
2487	3
2488	2
2489	1
2490	2
2491	1
2492	0
2493	0
2494	1
2495	4
2496	1
2497	1
2498	0
2499	3
2500	3
2501	1
2502	0
2503	0
2504	1
2505	0
2506	0
2507	0
2508	0
2509	2
2510	3
2511	1
2512	2
2513	1
2514	0
2515	0
2516	2
2517	1
2518	1
2519	1
2520	1
2521	1
2522	1
2523	1
2524	2
2525	3
2526	2
2527	0
2528	1
2529	2
2530	1
2531	3
2532	0
2533	0
2534	3
2535	2
2536	0
2537	2
2538	0
2539	1
2540	0
2541	1
2542	2
2543	0
2544	2
2545	0
2546	0
2547	3
2548	2
2549	3
2550	3
2551	0
2552	2
2553	0
2554	1
2555	0
2556	1
2557	1
2558	3
2559	0
2560	0
2561	0
2562	0
2563	0
2564	0
2565	0
2566	0
2567	1
2568	1
2569	0
2570	0
2571	0
2572	2
2573	1
2574	2
2575	0
2576	0
2577	0
2578	0
2579	1
2580	2
2581	0
2582	1
2583	1
2584	3
2585	2
2586	0
2587	0
2588	0
2589	2
2590	2
2591	1
2592	1
2593	3
2594	0
2595	3
2596	0
2597	2
2598	1
2599	0
2600	2
2601	0
2602	1
2603	1
2604	2
2605	0
2606	2
2607	5
2608	3
2609	0
2610	0
2611	2
2612	0
2613	0
2614	1
2615	2
2616	2
2617	0
2618	2
2619	1
2620	1
2621	2
2622	2
2623	0
2624	0
2625	1
2626	3
2627	1
2628	0
2629	1
2630	0
2631	2
2632	2
2633	1
2634	2
2635	2
2636	2
2637	2
2638	5
2639	1
2640	1
2641	2
2642	1
2643	2
2644	3
2645	4
2646	1
2647	0
2648	1
2649	3
2650	1
2651	0
2652	2
2653	0
2654	2
2655	2
2656	3
2657	0
2658	3
2659	5
2660	3
2661	1
2662	0
2663	2
2664	0
2665	0
2666	1
2667	1
2668	1
2669	1
2670	0
2671	0
2672	2
2673	2
2674	2
2675	0
2676	3
2677	4
2678	0
2679	3
2680	2
2681	0
2682	2
2683	0
2684	2
2685	2
2686	3
2687	0
2688	2
2689	2
2690	2
2691	2
2692	1
2693	2
2694	1
2695	1
2696	0
2697	1
2698	1
2699	1
2700	2
2701	1
2702	3
2703	4
2704	0
2705	1
2706	1
2707	1
2708	1
2709	1
2710	1
2711	2
2712	0
2713	0
2714	0
2715	1
2716	0
2717	0
2718	3
2719	0
2720	1
2721	2
2722	1
2723	3
2724	0
2725	2
2726	0
2727	0
2728	2
2729	2
2730	2
2731	2
2732	2
2733	0
2734	0
2735	1
2736	4
2737	1
2738	0
2739	0
2740	2
2741	2
2742	2
2743	0
2744	0
2745	0
2746	2
2747	1
2748	2
2749	0
2750	0
2751	0
2752	0
2753	2
2754	0
2755	0
2756	1
2757	2
2758	0
2759	0
2760	1
2761	1
2762	1
2763	2
2764	2
2765	0
2766	2
2767	0
2768	0
2769	0
2770	0
2771	1
2772	1
2773	1
2774	0
2775	1
2776	1
2777	1
2778	0
2779	0
2780	0
2781	0
2782	1
2783	0
2784	0
2785	0
2786	1
2787	1
2788	0
2789	0
2790	0
2791	1
2792	0
2793	0
2794	1
2795	1
2796	0
2797	1
2798	0
2799	0
2800	0
2801	1
2802	0
2803	0
2804	1
2805	2
2806	1
2807	0
2808	1
2809	0
2810	3
2811	2
2812	1
2813	0
2814	0
2815	0
2816	2
2817	0
2818	0
2819	2
2820	0
2821	1
2822	1
2823	0
2824	1
2825	1
2826	0
2827	0
2828	1
2829	1
2830	1
2831	0
2832	1
2833	1
2834	0
2835	1
2836	1
2837	0
2838	0
2839	0
2840	0
2841	0
2842	0
2843	0
2844	0
2845	0
2846	2
2847	1
2848	2
2849	1
2850	0
2851	0
2852	0
2853	0
2854	1
2855	1
2856	0
2857	0
2858	1
2859	0
2860	0
2861	1
2862	0
2863	1
2864	0
2865	0
2866	0
2867	0
2868	0
2869	0
2870	1
2871	2
2872	0
2873	0
2874	0
2875	0
2876	1
2877	0
2878	0
2879	0
2880	2
2881	1
2882	0
2883	1
2884	0
2885	0
2886	0
2887	0
2888	1
2889	0
2890	0
2891	0
2892	0
2893	1
2894	1
2895	1
2896	0
2897	0
2898	1
2899	1
2900	0
2901	1
2902	0
2903	2
2904	2
2905	0
2906	0
2907	0
2908	0
2909	0
2910	0
2911	2
2912	0
2913	0
2914	0
2915	0
2916	1
2917	0
2918	1
2919	0
2920	0
2921	0
2922	0
2923	0
2924	0
2925	0
2926	0
2927	0
2928	0
2929	0
2930	0
2931	0
2932	1
2933	0
2934	0
2935	0
2936	0
2937	1
2938	0
2939	1
2940	0
2941	1
2942	0
2943	1
2944	0
2945	2
2946	0
2947	0
2948	0
2949	0
2950	0
2951	0
2952	0
2953	1
2954	0
2955	0
2956	0
2957	0
2958	0
2959	0
2960	1
2961	0
2962	0
2963	0
2964	0
2965	1
2966	0
2967	0
2968	0
2969	0
2970	0
2971	1
2972	0
2973	1
2974	3
2975	0
2976	0
2977	2
2978	0
2979	1
2980	1
2981	0
2982	0
2983	2
2984	0
2985	1
2986	0
2987	1
2988	2
2989	2
2990	1
2991	0
2992	0
2993	0
2994	1
2995	0
2996	0
2997	0
